arm,N_buf,seed,PSNR_T1,PSNR_T2,Avg,Fgt
Fine-tune,1,1,28.45817470550537,26.22411060333252,27.341142654418945,-1.8329706192016602
ER+MC,1,1,29.472318649291992,26.63976287841797,28.05604076385498,-2.8471145629882812
ER+EI,1,1,29.19024085998535,26.553507804870605,27.87187433242798,-2.5650367736816406
