arm,N_buf,seed,PSNR_T1,PSNR_T2,Avg,Fgt
Fine-tune,1,3,20.804150581359863,25.080466270446777,22.94230842590332,4.146550178527832
ER+MC,1,3,24.897953033447266,25.53630256652832,25.217127799987793,0.05274772644042969
ER+EI,1,3,24.84313201904297,22.89799690246582,23.870564460754395,0.10756874084472656
