arm,N_buf,seed,PSNR_T1,PSNR_T2,Avg,Fgt
Fine-tune,2,3,20.804150581359863,25.080466270446777,22.94230842590332,4.146550178527832
ER+MC,2,3,25.122305870056152,24.053844451904297,24.588075160980225,-0.17160511016845703
ER+EI,2,3,24.709108352661133,21.108776092529297,22.908942222595215,0.2415924072265625
