arm,N_buf,seed,PSNR_T1,PSNR_T2,Avg,Fgt
Fine-tune,1,3,10.91469857096672,17.559559017419815,14.237128794193268,13.457971006631851
ER+MC,1,3,21.826296091079712,18.502342760562897,20.164319425821304,2.54637348651886
ER+EI,1,3,23.764356791973114,18.481699526309967,21.12302815914154,0.6083127856254578
