arm,N_buf,seed,PSNR_T1,PSNR_T2,Avg,Fgt
Fine-tune,1,1,-0.13251566886901855,12.209124565124512,6.038304448127747,25.170785665512085
ER+MC,1,1,17.85027313232422,11.842089176177979,14.846181154251099,7.187996864318848
ER+EI,1,1,24.19102954864502,14.742060661315918,19.46654510498047,0.8472404479980469
