arm,N_buf,seed,PSNR_T1,PSNR_T2,Avg,Fgt
Fine-tune,1,2,12.998830407857895,10.712961092591286,11.85589575022459,11.739291042089462
ER+MC,1,2,23.59572011232376,18.340829014778137,20.96827456355095,1.1424013376235962
ER+EI,1,2,24.38420283794403,19.147178202867508,21.76569052040577,0.3539186120033264
